Top pages,Clicks,Impressions,CTR,Position
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=animal-cookies-live-resin-vape-pen,26,3566,0.73%,3.3
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=la-kush-cake-live-rosin-vape-pen-5638,26,1695,1.53%,22.73
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=pink-cadillac-premium-flower,26,1485,1.75%,8.57
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=pi-ata-premium-flower,26,1050,2.48%,12.88
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=brands/oil-refinery-co,26,474,5.49%,7
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=quale-mystery-flavor-1g-live-rosin,26,246,10.57%,5.48
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=watermelon-pie-breath-x-oishii-premium-flower,25,592,4.22%,4.98
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=rso-dablicator-high-thc,25,388,6.44%,7.38
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=pink-cadillac-live-rosin-vape-pen,25,340,7.35%,4.61
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bpath%5D=collection/70d89d35-1a35-4600-b5a6-961ac37c193b,24,12325,0.19%,6.73
https://www.jungleboys.com/menu/florida/palm-harbor,24,8678,0.28%,11.22
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/project-packs,24,1200,2%,6.91
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=rainbow-belts-premium-flower,24,518,4.63%,14.89
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=kush-mints-premium-flower,24,312,7.69%,5.44
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-giraffe-puzzy-10pk-pre-rolls,24,215,11.16%,4.17
https://www.jungleboys.com/menu/california/pomona?dtche%5Bproduct%5D=jungle-boys-wz-40-3-5g-gold-mylar,24,183,13.11%,2.96
https://www.jungleboys.com/menu/jungle-boys-dtla/category/vaporizers,23,1384,1.66%,7.38
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=strawberry-runtz-piatella,23,1223,1.88%,6.01
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=hippy-crasher-premium-flower,23,996,2.31%,7.63
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=zudz-premium-flower,23,863,2.67%,6.66
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=motor-breath-piatella,23,169,13.61%,12.68
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/vaporizers/live-resin,22,675,3.26%,8.56
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=motor-breath-premium-flower,22,541,4.07%,16.66
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=deep-visions-9-premium-flower,22,480,4.58%,4.93
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bpath%5D=brands/legacy-genetix,22,303,7.26%,11.88
https://www.jungleboys.com/june-deals,22,208,10.58%,30.87
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=decibel-gardens-blue-grass-3-5g-flower,22,182,12.09%,4.51
https://www.jungleboys.com/menu/florida/jungle-boys-daytona-beach?dtche%5Bpath%5D=specials,21,4368,0.48%,7.4
https://www.jungleboys.com/menu/jungle-boys-pomona/brand/bbdf26e3-c442-4346-898a-9dc657ff3acb,21,3369,0.62%,3.53
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bpath%5D=specials,21,1412,1.49%,15.35
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=strawberry-waffles-premium-pre-roll,21,248,8.47%,5.38
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bpath%5D=info,20,8889,0.22%,10.35
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=info,20,2705,0.74%,17.71
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=glazed-ice-premium-flower,20,2039,0.98%,8.5
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bpath%5D=specials,20,1329,1.5%,18.53
https://www.jungleboys.com/menu/florida/miami-beach?dtche%5Bproduct%5D=zazooka-premium-flower,20,1311,1.53%,6.42
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bpath%5D=specials,20,1167,1.71%,11.2
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=zoap-premium-flower,20,735,2.72%,5.84
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=brands/decibel-gardens,20,725,2.76%,7.77
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=puro-loco-premium-flower,20,572,3.5%,7.31
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=fade-co-7g-flower-smalls-adl-rtz,20,550,3.64%,5.6
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=blu-frootz-premium-flower,20,426,4.69%,6.83
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/concentrates/diamonds,20,330,6.06%,22.93
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=lemon-banana-pie-premium-flower,20,266,7.52%,4.81
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bpath%5D=brands/jungle-boys,19,4275,0.44%,12.53
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bpath%5D=products/vaporizers/disposables,19,1917,0.99%,10.02
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bpath%5D=products/pre-rolls/packs,19,1841,1.03%,17.27
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=animal-tsunami-live-rosin-vape-pen,19,1687,1.13%,16.51
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bpath%5D=products/flower/infused-bud,19,1430,1.33%,10.52
https://www.jungleboys.com/menu/tlc-collective,19,745,2.55%,12.17
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=alien-technology-disposable-2g,19,739,2.57%,6.79
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=big-league-choo-piatella,19,560,3.39%,6.88
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=blu-zerdz-premium-flower,19,547,3.47%,6.33
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=guava-de-fresa-5-5g,19,431,4.41%,5.96
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=blue-dream-disposable-2g-78370,19,397,4.79%,7.15
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=prickly-pear-diamond-disposable-2g,19,281,6.76%,5.32
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=chocolate-chips-live-rosin-vape-pen,19,160,11.88%,5.38
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=grape-cake-3-5g,19,136,13.97%,5.26
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=orange-apricot-live-resin-vape-pen,19,92,20.65%,4.7
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/cult-cannabis-co,18,1997,0.9%,6.77
https://www.jungleboys.com/menu/florida/jungle-boys-daytona-beach?dtche%5Bcategory%5D=vaporizers,18,1594,1.13%,12.7
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=amaretto-di-limon-premium-flower,18,1159,1.55%,5.6
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bcategory%5D=flower,18,1083,1.66%,11.79
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=rso-dablicator-high-thc,18,404,4.46%,5.38
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=frozen-grapes-live-rosin-vape-pen,18,311,5.79%,6.64
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=orange-cherries-premium-flower,18,208,8.65%,4.99
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=pink-lemonade-100mg-rosin-chews-10pk,18,142,12.68%,7.02
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bpath%5D=collection/0f3295bc-5d32-4850-ad2b-d9cdeb822888,17,3576,0.48%,10.21
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=animal-cookies-live-resin-vape-pen,17,1456,1.17%,4.53
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=products/pre-rolls/packs,17,1035,1.64%,10.56
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/pre-rolls/packs,17,1014,1.68%,22.63
https://www.jungleboys.com/menu/florida/north-miami-beach?dtche%5Bproduct%5D=motor-breath-premium-flower,17,907,1.87%,6.87
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/trip,17,827,2.06%,9.24
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville?dtche%5Bproduct%5D=lcz-flavors-510-cartridge,17,804,2.11%,5.33
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=blam-premium-flower,17,747,2.28%,7.32
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=pink-cadillac-premium-flower,17,744,2.28%,7.36
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=battery-510-thread-45955,17,583,2.92%,6.39
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=lip-smackz-3-5g,17,487,3.49%,7.95
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=wizard-trees-smoothie-hybrid-flower-3-5g,17,468,3.63%,6.09
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=kosher-og-pops,17,463,3.67%,10.16
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=perm-lee-3-5g,17,460,3.7%,8.52
https://www.jungleboys.com/menu/florida/jungle-boys-daytona-beach?dtche%5Bproduct%5D=mimosa-premium-flower,17,383,4.44%,16.13
https://www.jungleboys.com/menu/florida/jungle-boys-jacksonville?dtche%5Bproduct%5D=chocolate-chips-premium-flower,17,363,4.68%,5.1
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=xerbacio-3-5g,17,323,5.26%,7.63
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=blue-zerdz-x-zangria-1-premium,17,256,6.64%,6.47
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-sherbanger-x-zangria-3-5g-gold-mylar,17,126,13.49%,5.49
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=brands/plug-play,16,789,2.03%,9.29
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=puro-loco-premium-flower,16,696,2.3%,19.63
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=ether-cured-rosin-vape-pen,16,687,2.33%,10.92
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=orange-apricot-full-melt,16,434,3.69%,6.3
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bpath%5D=products/concentrates/live-rosin,16,348,4.6%,10.18
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=tricho-jordan-premium-flower,16,273,5.86%,8.85
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=wedding-cake-snowballz-caviar-3-5g,16,207,7.73%,6.71
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=kush-mints-full-melt,16,192,8.33%,4.22
https://www.jungleboys.com/may-deals,16,187,8.56%,33.07
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-triple-dip-3-5g-gold-mylar,16,167,9.58%,3.69
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=hasher-white-truffle-1g-live-rosin,16,131,12.21%,4.33
https://www.jungleboys.com/profile,15,29014,0.05%,4.06
https://www.jungleboys.com/menu/florida/north-miami-beach,15,5084,0.3%,16.57
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/dime-industries,15,2444,0.61%,23.81
https://www.jungleboys.com/menu/florida/west-palm-beach?dtche%5Bproduct%5D=watermelon-100mg-rosin-chews-10pk,15,1877,0.8%,7.58
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=honey-banana-x-trop-cookies-7-premium-flower,15,1171,1.28%,6.41
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=grape-cake-head-19-premium-flower,15,1067,1.41%,12.16
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=pillow-mints-7g,15,979,1.53%,8.24
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=biscotti-cream-premium-flower,15,889,1.69%,9.92
https://www.jungleboys.com/menu/jungle-boys-dtla/brand/bbdf26e3-c442-4346-898a-9dc657ff3acb,15,790,1.9%,6.39
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=g-ride-premium-flower,15,772,1.94%,6.01
https://www.jungleboys.com/menu/california/san-diego?dtche%5Bproduct%5D=mountain-man-melts-madd-fruit-hybrid-live-rosin-1g,15,747,2.01%,8.15
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bcategory%5D=concentrates,15,617,2.43%,9.47
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=city-of-dreams-distillate-disposable-2g,15,566,2.65%,5.9
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=freeze-dried-z-live-resin-disposable-2g,15,493,3.04%,7.06
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=animal-tsunami-premium-flower,15,471,3.18%,7.25
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=ice-cream-mints-premium-flower,15,467,3.21%,11.45
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bpath%5D=products/concentrates/diamonds,15,425,3.53%,21.38
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/vaporizers/live-rosin-disposable,15,379,3.96%,6.95
https://www.jungleboys.com/menu/california/pomona?dtche%5Bpath%5D=specials&dtche%5Bsubcategories%5D=cartridges,15,376,3.99%,8.59
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=silver-summit-live-resin-disposable-1g,15,342,4.39%,8.49
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=grape-jelly-3-5g,15,335,4.48%,7.27
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=jack-herer-full-spectrum-rso-1g-40918,15,247,6.07%,7.86
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=lndn-rtz-3-5g,15,183,8.2%,4.69
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=angel-city-snowballz-caviar-3-5g,15,162,9.26%,5.86
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=oreoz-piatella,15,111,13.51%,6.21
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bpath%5D=brands/oil-refinery-co,15,84,17.86%,5.93
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bcategory%5D=pre-rolls,14,9352,0.15%,7.89
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bpath%5D=products/vaporizers/live-rosin-disposable,14,6189,0.23%,28.9
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?utm_source=FLDispensaries.com&utm_medium=CPC&utm_campaign=FLDTrial&utm_id=LiveMenuConnect,14,4683,0.3%,11.53
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=zacks-pie-premium-flower,14,1705,0.82%,12.31
https://www.jungleboys.com/menu/jungle-boys-orange-county/brand/bbdf26e3-c442-4346-898a-9dc657ff3acb,14,1605,0.87%,6.04
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=florida-haze-piatella,14,750,1.87%,23.2
https://www.jungleboys.com/menu/florida/miami?dtche%5Bproduct%5D=blu-og-premium-flower,14,695,2.01%,6.33
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=ice-cream-mints-premium-flower,14,609,2.3%,19.84
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=spanish-honey-8-live-rosin-vape-pen,14,580,2.41%,4.66
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=coconut-oil-clarity-tinctures-1000mg,14,488,2.87%,7.2
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=deep-visions-1-premium-flower,14,455,3.08%,5.67
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/mfused-super-fog-twisted,14,451,3.1%,8.43
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/edibles/live-rosin-gummies,14,429,3.26%,10.78
https://www.jungleboys.com/menu/florida/jungle-boys-west-palm-beach?dtche%5Bproduct%5D=chocolate-chips-cold-cure,14,425,3.29%,7.74
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/dialed-in-gummies,14,404,3.47%,8.2
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=bobby-blue-caviar-4-2g,14,245,5.71%,7.52
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bpath%5D=products/concentrates/crumble,14,244,5.74%,13.32
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=lemon-kefir-cold-cure,14,221,6.33%,4.82
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=all-cherriez-premium-flower,14,216,6.48%,9.49
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=products/accessories/grinders,14,92,15.22%,7.65
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bpath%5D=specials,14,70,20%,4.91
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bcategory%5D=edibles,13,5192,0.25%,5.64
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bproduct%5D=e85-premium-flower,13,1319,0.99%,11.26
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/timeless-t-2,13,1233,1.05%,8.38
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bpath%5D=products/vaporizers/pods,13,673,1.93%,21.56
https://www.jungleboys.com/menu/florida/gainesville?dtche%5Bproduct%5D=zazooka-premium-flower,13,484,2.69%,6.37
https://www.jungleboys.com/menu/florida/daytona-beach?dtche%5Bproduct%5D=i-95-x-permanent-marker-premium-flower,13,427,3.04%,8.87
https://www.jungleboys.com/menu/florida/miami-beach?dtche%5Bproduct%5D=permanent-paint-live-resin-vape-pen,13,355,3.66%,6.87
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/concentrates/crumble,13,352,3.69%,14.13
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bpath%5D=products/concentrates/rso,13,276,4.71%,11.87
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=motor-breath-live-resin-vape-pen,13,244,5.33%,7.95
https://www.jungleboys.com/menu/florida/jungle-boys-miami?dtche%5Bproduct%5D=lemon-jack-flavors-510-cartridge,13,220,5.91%,16.49
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=blu-velvet-cold-cure,13,210,6.19%,10.08
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=blu-velvet-cold-cure,13,163,7.98%,6.11
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=frozen-grapes-live-rosin-vape-pen,13,104,12.5%,10.31
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=jurassic-haze-disposable-2g,13,58,22.41%,4.26
https://www.jungleboys.com/menu/florida/gainesville,12,4951,0.24%,16.35
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=collection/dfe82857-6737-4198-b714-6bedeb35a3f7,12,3400,0.35%,9.65
https://www.jungleboys.com/menu/florida/miami-beach?dtche%5Bpath%5D=collection/0f3295bc-5d32-4850-ad2b-d9cdeb822888,12,2900,0.41%,7.89
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=collection/83a79dcd-58e7-4742-8b8a-d9a3bc1cc3bc,12,2009,0.6%,10.35
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=perfect-triangle-premium-flower,12,1697,0.71%,12.14
https://www.jungleboys.com/menu/florida/jungle-boys-daytona-beach?dtche%5Bpath%5D=products/vaporizers/disposables,12,962,1.25%,14.97
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/jungle-boys-clothing,12,929,1.29%,6.56
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bproduct%5D=blu-zerdz-premium-flower,12,692,1.73%,7.01
https://www.jungleboys.com/menu/florida/jungle-boys-ocala?dtche%5Bproduct%5D=smackerz-premium-flower,12,634,1.89%,10.51
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=gdp-rest-cartridge-1g-85720,12,580,2.07%,7.86
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bpath%5D=products/vaporizers/live-rosin-disposable,12,559,2.15%,19.26
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bpath%5D=products/concentrates/badder,12,376,3.19%,14.59
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=jungle-punch-disposable-2g,12,368,3.26%,9.38
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=paris-og-cartridge-1g,12,345,3.48%,11.9
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=angel-city-caviar-4-2g,12,332,3.61%,6.65
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=rainbow-belts-live-rosin-vape-pen,12,278,4.32%,8.42
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=baked-octane-pre-roll-2-x-0-5g,12,259,4.63%,12.75
https://www.jungleboys.com/menu/california/downtown-los-angeles?dtche%5Bproduct%5D=heritage-hash-co-bubblegum-horchata-2g-aged-temple-ball,12,241,4.98%,6.97
https://www.jungleboys.com/menu/florida/jungle-boys-gainesville?dtche%5Bproduct%5D=chocolate-chips-premium-flower,12,225,5.33%,5.45
https://www.jungleboys.com/menu/california/orange-county?dtche%5Bproduct%5D=jungle-boys-zom-x-don-z-2-5g-hash-hole,12,214,5.61%,5.55
https://www.jungleboys.com/menu/florida/miami?dtche%5Bproduct%5D=vanilla-velvet-live-rosin-vape-pen,12,211,5.69%,6.32
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=applez-33-premium-flower,12,193,6.22%,3.98
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=strawberry-runtz-live-rosin-vape-pen,12,181,6.63%,7.2
https://www.jungleboys.com/menu/florida/jungle-boys-orlando?dtche%5Bproduct%5D=blueberry-sugar-premium-flower,12,179,6.7%,12.61
https://www.jungleboys.com/menu/florida/bonita-springs?dtche%5Bproduct%5D=blu-zerdz-premium-flower,12,178,6.74%,7.1
https://www.jungleboys.com/menu/california/pomona?dtche%5Bproduct%5D=jungle-boys-motor-breath-x-06-og-7-3-5g-pheno-jar,12,141,8.51%,6.84
https://www.jungleboys.com/menu/florida/jungle-boys-gainesville?dtche%5Bproduct%5D=permanent-paint-premium,12,127,9.45%,4.42
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=zamarelo-premium-flower,12,123,9.76%,4.89
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=la85-live-rosin-vape-pen,11,6094,0.18%,33.23
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bpath%5D=brands/el-blunto,11,5993,0.18%,30.94
https://www.jungleboys.com/menu/florida/jungle-boys-bonita-springs?dtche%5Bcategory%5D=flower,11,2103,0.52%,14.44
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bcategory%5D=flower,11,1141,0.96%,8.18
https://www.jungleboys.com/menu/florida/jungle-boys-palm-harbor?dtche%5Bproduct%5D=smackerz-premium-flower,11,1053,1.04%,9.72
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=ckd-up-candy-14g,11,917,1.2%,5.94
https://www.jungleboys.com/menu/florida/deerfield-beach?dtche%5Bpath%5D=products/concentrates/hash,11,666,1.65%,13.32
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=blue-monaco-3-5g,11,586,1.88%,8.42
https://www.jungleboys.com/menu/florida/jungle-boys-north-miami-beach?dtche%5Bproduct%5D=blu-frootz-premium-flower,11,391,2.81%,8.8
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=big-league-choo-premium-pre-roll,11,335,3.28%,7.5
https://www.jungleboys.com/menu/florida/jungle-boys-miami-beach?dtche%5Bproduct%5D=blu-zerdz-premium-flower,11,326,3.37%,7.71
https://www.jungleboys.com/menu/florida/palm-harbor?dtche%5Bproduct%5D=mimosa-premium-flower,11,297,3.7%,9.83
https://www.jungleboys.com/menu/arizona/jungle-boys-phoenix?dtche%5Bproduct%5D=cookies-cream-mallow-bites-day-10-x-10mg,11,273,4.03%,6.78
